Artists,Title,Song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Kurt Vile,b'lieve i'm goin down...,spotify:track:3l9eg9RtisizG12a1D6nZl,0.566,0.664,8,-9.081,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,audio_features,3l9eg9RtisizG12a1D6nZl,spotify:track:3l9eg9RtisizG12a1D6nZl,https://api.spotify.com/v1/tracks/3l9eg9RtisizG12a1D6nZl,https://api.spotify.com/v1/audio-analysis/3l9eg9RtisizG12a1D6nZl,298760,4
The National,Trouble Will Find Me,spotify:track:50M7nY1oQuNHecs0ahWAtI,0.52,0.436,0,-11.508,0,0.0355,0.865,0.0651,0.123,0.114,126.053,audio_features,50M7nY1oQuNHecs0ahWAtI,spotify:track:50M7nY1oQuNHecs0ahWAtI,https://api.spotify.com/v1/tracks/50M7nY1oQuNHecs0ahWAtI,https://api.spotify.com/v1/audio-analysis/50M7nY1oQuNHecs0ahWAtI,245240,4
Galaxie 500,On Fire,spotify:track:2TTAPkrGQQOZkaUTUlt21Q,0.312,0.844,7,-7.085,1,0.0511,0.0798,0.0231,0.0793,0.626,97.039,audio_features,2TTAPkrGQQOZkaUTUlt21Q,spotify:track:2TTAPkrGQQOZkaUTUlt21Q,https://api.spotify.com/v1/tracks/2TTAPkrGQQOZkaUTUlt21Q,https://api.spotify.com/v1/audio-analysis/2TTAPkrGQQOZkaUTUlt21Q,199467,4
Windir,1184,spotify:track:7BvcpEdO7PUDGGSER1S9LA,0.236,0.87,2,-4.747,0,0.0579,1.07e-05,0.93,0.305,0.186,167.845,audio_features,7BvcpEdO7PUDGGSER1S9LA,spotify:track:7BvcpEdO7PUDGGSER1S9LA,https://api.spotify.com/v1/tracks/7BvcpEdO7PUDGGSER1S9LA,https://api.spotify.com/v1/audio-analysis/7BvcpEdO7PUDGGSER1S9LA,295131,4
The Weeknd,After Hours,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
Venom,From The Very Depths,spotify:track:7AEkZ1EgzDrled3sxpPHZ4,0.392,0.99,6,-5.539,1,0.0694,4.63e-06,0.276,0.103,0.17,142.684,audio_features,7AEkZ1EgzDrled3sxpPHZ4,spotify:track:7AEkZ1EgzDrled3sxpPHZ4,https://api.spotify.com/v1/tracks/7AEkZ1EgzDrled3sxpPHZ4,https://api.spotify.com/v1/audio-analysis/7AEkZ1EgzDrled3sxpPHZ4,242253,4
Uada,Devoid of Light,spotify:track:4pkADG8kSJzbTjQxvpjbdY,0.111,0.915,10,-6.089,1,0.0798,1.11e-05,0.279,0.388,0.0613,93.054,audio_features,4pkADG8kSJzbTjQxvpjbdY,spotify:track:4pkADG8kSJzbTjQxvpjbdY,https://api.spotify.com/v1/tracks/4pkADG8kSJzbTjQxvpjbdY,https://api.spotify.com/v1/audio-analysis/4pkADG8kSJzbTjQxvpjbdY,356847,4
Turnstile,GLOW ON,spotify:track:5iXnD2VizcAbErpkcuNQ6I,0.403,0.892,0,-6.244,1,0.0913,0.00374,0.0113,0.882,0.185,163.991,audio_features,5iXnD2VizcAbErpkcuNQ6I,spotify:track:5iXnD2VizcAbErpkcuNQ6I,https://api.spotify.com/v1/tracks/5iXnD2VizcAbErpkcuNQ6I,https://api.spotify.com/v1/audio-analysis/5iXnD2VizcAbErpkcuNQ6I,155200,4
Tom Waits,Rain Dogs,spotify:track:5TeoCsHbzWo9UgMW3rv7JL,0.784,0.401,7,-15.166,1,0.0407,0.6,0.0929,0.0935,0.795,142.794,audio_features,5TeoCsHbzWo9UgMW3rv7JL,spotify:track:5TeoCsHbzWo9UgMW3rv7JL,https://api.spotify.com/v1/tracks/5TeoCsHbzWo9UgMW3rv7JL,https://api.spotify.com/v1/audio-analysis/5TeoCsHbzWo9UgMW3rv7JL,226667,4
Tombs,Savage Gold,spotify:track:71MHVUJYwhVuKZmt7EgJFS,0.329,0.993,5,-4.597,0,0.151,1.06e-06,0.596,0.442,0.12,155.117,audio_features,71MHVUJYwhVuKZmt7EgJFS,spotify:track:71MHVUJYwhVuKZmt7EgJFS,https://api.spotify.com/v1/tracks/71MHVUJYwhVuKZmt7EgJFS,https://api.spotify.com/v1/audio-analysis/71MHVUJYwhVuKZmt7EgJFS,328943,4
Tombs,Under Sullen Skies,spotify:track:2wPaVdnkUPz4rtplfy0lcy,0.577,0.919,0,-7.437,1,0.0428,0.000162,0.0543,0.161,0.432,125.062,audio_features,2wPaVdnkUPz4rtplfy0lcy,spotify:track:2wPaVdnkUPz4rtplfy0lcy,https://api.spotify.com/v1/tracks/2wPaVdnkUPz4rtplfy0lcy,https://api.spotify.com/v1/audio-analysis/2wPaVdnkUPz4rtplfy0lcy,269867,4
Thy Catafalque,Meta,spotify:track:4gwuy8dyF1WQYJlUoItxug,0.413,0.659,0,-8.986,1,0.0469,0.0549,0.453,0.572,0.316,130.061,audio_features,4gwuy8dyF1WQYJlUoItxug,spotify:track:4gwuy8dyF1WQYJlUoItxug,https://api.spotify.com/v1/tracks/4gwuy8dyF1WQYJlUoItxug,https://api.spotify.com/v1/audio-analysis/4gwuy8dyF1WQYJlUoItxug,370981,4
Emma Ruth Rundle,On Dark Horses,spotify:track:53oc5U2cz4MydANM35abYV,0.462,0.687,8,-6.179,1,0.033,0.0375,0.556,0.13,0.372,138.595,audio_features,53oc5U2cz4MydANM35abYV,spotify:track:53oc5U2cz4MydANM35abYV,https://api.spotify.com/v1/tracks/53oc5U2cz4MydANM35abYV,https://api.spotify.com/v1/audio-analysis/53oc5U2cz4MydANM35abYV,372456,4
Emma Ruth Rundle,May Our Chambers Be Full,spotify:track:6ss6OkJFKQHnqO84sizM4w,0.244,0.816,3,-8.055,0,0.0634,0.000335,0.873,0.112,0.198,144.775,audio_features,6ss6OkJFKQHnqO84sizM4w,spotify:track:6ss6OkJFKQHnqO84sizM4w,https://api.spotify.com/v1/tracks/6ss6OkJFKQHnqO84sizM4w,https://api.spotify.com/v1/audio-analysis/6ss6OkJFKQHnqO84sizM4w,234600,4
Thou,Inconsolable,spotify:track:0ELDzZe2zAvjSd0EGhWNLL,0.371,0.437,11,-8.48,1,0.0311,0.465,0.803,0.089,0.0584,126.166,audio_features,0ELDzZe2zAvjSd0EGhWNLL,spotify:track:0ELDzZe2zAvjSd0EGhWNLL,https://api.spotify.com/v1/tracks/0ELDzZe2zAvjSd0EGhWNLL,https://api.spotify.com/v1/audio-analysis/0ELDzZe2zAvjSd0EGhWNLL,383440,4
Thou,Blessings of the Highest Order,spotify:track:1QDS3zTDnXXlQI1eFZRhhP,0.172,0.862,11,-7.047,0,0.0574,1.66e-06,0.861,0.0831,0.242,130.81,audio_features,1QDS3zTDnXXlQI1eFZRhhP,spotify:track:1QDS3zTDnXXlQI1eFZRhhP,https://api.spotify.com/v1/tracks/1QDS3zTDnXXlQI1eFZRhhP,https://api.spotify.com/v1/audio-analysis/1QDS3zTDnXXlQI1eFZRhhP,263813,4
The Thermals,Fuckin A,spotify:track:48UnvaeRsj43F4EuF7OH55,0.287,0.994,6,-2.821,1,0.0703,0.000752,0.162,0.357,0.0665,92.268,audio_features,48UnvaeRsj43F4EuF7OH55,spotify:track:48UnvaeRsj43F4EuF7OH55,https://api.spotify.com/v1/tracks/48UnvaeRsj43F4EuF7OH55,https://api.spotify.com/v1/audio-analysis/48UnvaeRsj43F4EuF7OH55,131867,4
Taylor Swift,Fearless (International Version),spotify:track:5xPsybHWRHbTYO44xnREY5,0.62,0.639,2,-5.398,1,0.0285,0.0186,0.00011,0.206,0.34,119.055,audio_features,5xPsybHWRHbTYO44xnREY5,spotify:track:5xPsybHWRHbTYO44xnREY5,https://api.spotify.com/v1/tracks/5xPsybHWRHbTYO44xnREY5,https://api.spotify.com/v1/audio-analysis/5xPsybHWRHbTYO44xnREY5,233933,4
Talk Talk,Laughing Stock,spotify:track:51Lt2RN3W0u2xI0LiARCRm,0.455,0.386,9,-20.548,1,0.0315,0.825,0.271,0.322,0.196,99.553,audio_features,51Lt2RN3W0u2xI0LiARCRm,spotify:track:51Lt2RN3W0u2xI0LiARCRm,https://api.spotify.com/v1/tracks/51Lt2RN3W0u2xI0LiARCRm,https://api.spotify.com/v1/audio-analysis/51Lt2RN3W0u2xI0LiARCRm,586440,3
Talk Talk,Spirit of Eden,spotify:track:5kSAwHSqqr05MqWJ1o1KaG,0.256,0.187,1,-17.251,1,0.0337,0.512,0.368,0.138,0.04,166.002,audio_features,5kSAwHSqqr05MqWJ1o1KaG,spotify:track:5kSAwHSqqr05MqWJ1o1KaG,https://api.spotify.com/v1/tracks/5kSAwHSqqr05MqWJ1o1KaG,https://api.spotify.com/v1/audio-analysis/5kSAwHSqqr05MqWJ1o1KaG,394733,4
Tad,8-Way Santa (Deluxe Edition),spotify:track:5fJhEAsFjIwx3TRsNQTGoK,0.401,0.938,0,-8.212,1,0.0719,0.000344,0.0357,0.135,0.336,108.791,audio_features,5fJhEAsFjIwx3TRsNQTGoK,spotify:track:5fJhEAsFjIwx3TRsNQTGoK,https://api.spotify.com/v1/tracks/5fJhEAsFjIwx3TRsNQTGoK,https://api.spotify.com/v1/audio-analysis/5fJhEAsFjIwx3TRsNQTGoK,188709,4
Taake,Doedskvad,spotify:track:16iGDoDEy4JcqYCYpC6Bch,0.127,0.896,0,-5.273,1,0.0614,0.000196,0.817,0.391,0.133,150.43,audio_features,16iGDoDEy4JcqYCYpC6Bch,spotify:track:16iGDoDEy4JcqYCYpC6Bch,https://api.spotify.com/v1/tracks/16iGDoDEy4JcqYCYpC6Bch,https://api.spotify.com/v1/audio-analysis/16iGDoDEy4JcqYCYpC6Bch,463080,3
Swans,White Light from the Mouth of Infinity,spotify:track:4W5ZiER2saVe1uo7bNTWbE,0.492,0.716,5,-9.592,1,0.0323,0.0239,0.291,0.371,0.132,126.967,audio_features,4W5ZiER2saVe1uo7bNTWbE,spotify:track:4W5ZiER2saVe1uo7bNTWbE,https://api.spotify.com/v1/tracks/4W5ZiER2saVe1uo7bNTWbE,https://api.spotify.com/v1/audio-analysis/4W5ZiER2saVe1uo7bNTWbE,271133,4
Swans,The Seer,spotify:track:00DVtdi8lE9em4GdOADTvH,0.259,0.408,2,-8.194,1,0.0354,0.31,0.0803,0.184,0.0377,118.473,audio_features,00DVtdi8lE9em4GdOADTvH,spotify:track:00DVtdi8lE9em4GdOADTvH,https://api.spotify.com/v1/tracks/00DVtdi8lE9em4GdOADTvH,https://api.spotify.com/v1/audio-analysis/00DVtdi8lE9em4GdOADTvH,368987,4
The Supremes,The Supremes A' Go-Go (Expanded Edition),spotify:track:1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0,0.0813,0.659,96.912,audio_features,1OppEieGNdItZbE14gLBEv,spotify:track:1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,167933,4
The Supremes,Where Did Our Love Go,spotify:track:5uES1C2NgkdrNHiCwf9jRr,0.595,0.643,5,-9.275,1,0.0365,0.76,0,0.538,0.73,135.633,audio_features,5uES1C2NgkdrNHiCwf9jRr,spotify:track:5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,158040,4
SubRosa,More Constant Than the Gods,spotify:track:3DHtILSNfGgKnUD2imndgf,0.132,0.444,4,-6.652,1,0.0414,0.00295,0.0782,0.659,0.0399,99.868,audio_features,3DHtILSNfGgKnUD2imndgf,spotify:track:3DHtILSNfGgKnUD2imndgf,https://api.spotify.com/v1/tracks/3DHtILSNfGgKnUD2imndgf,https://api.spotify.com/v1/audio-analysis/3DHtILSNfGgKnUD2imndgf,857093,4
The Strokes,First Impressions Of Earth,spotify:track:1TbK5nWKIxZYIRVurMvkuR,0.397,0.894,6,-3.099,0,0.0464,9.07e-06,0.642,0.0847,0.277,134.993,audio_features,1TbK5nWKIxZYIRVurMvkuR,spotify:track:1TbK5nWKIxZYIRVurMvkuR,https://api.spotify.com/v1/tracks/1TbK5nWKIxZYIRVurMvkuR,https://api.spotify.com/v1/audio-analysis/1TbK5nWKIxZYIRVurMvkuR,265773,4
Stevie Wonder,For Once In My Life,spotify:track:4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,audio_features,4kP69y3GKHi9tXckfgp4bK,spotify:track:4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/tracks/4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/audio-analysis/4kP69y3GKHi9tXckfgp4bK,169800,4
Drowning Pool,Sinner,spotify:track:7CpbhqKUedOIrcvc94p60Y,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,audio_features,7CpbhqKUedOIrcvc94p60Y,spotify:track:7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/tracks/7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/audio-analysis/7CpbhqKUedOIrcvc94p60Y,201960,4
Speedwolf,Ride With Death,spotify:track:2szFtIRwyNqbf0oOMblmpA,0.0969,0.989,8,-5.902,1,0.104,3.91e-05,0.622,0.241,0.0585,181.999,audio_features,2szFtIRwyNqbf0oOMblmpA,spotify:track:2szFtIRwyNqbf0oOMblmpA,https://api.spotify.com/v1/tracks/2szFtIRwyNqbf0oOMblmpA,https://api.spotify.com/v1/audio-analysis/2szFtIRwyNqbf0oOMblmpA,328413,4
The Sonics,Here Are the Sonics,spotify:track:2uXkW8uJcOIhlbUatEPLPs,0.506,0.948,10,-5.626,1,0.105,0.727,0,0.0904,0.934,130.195,audio_features,2uXkW8uJcOIhlbUatEPLPs,spotify:track:2uXkW8uJcOIhlbUatEPLPs,https://api.spotify.com/v1/tracks/2uXkW8uJcOIhlbUatEPLPs,https://api.spotify.com/v1/audio-analysis/2uXkW8uJcOIhlbUatEPLPs,160400,4
Laibach,Opus Dei,spotify:track:44gWvQpgntO8sHhL8Qa3Yf,0.587,0.777,3,-11.142,1,0.0475,0.251,0.00729,0.251,0.334,85.409,audio_features,44gWvQpgntO8sHhL8Qa3Yf,spotify:track:44gWvQpgntO8sHhL8Qa3Yf,https://api.spotify.com/v1/tracks/44gWvQpgntO8sHhL8Qa3Yf,https://api.spotify.com/v1/audio-analysis/44gWvQpgntO8sHhL8Qa3Yf,304667,4
Soilwork,Verkligheten,spotify:track:4HOVQhtjFCRGY9PnsLoR86,0.559,0.975,11,-4.487,0,0.105,5.69e-05,0.794,0.11,0.0762,105.024,audio_features,4HOVQhtjFCRGY9PnsLoR86,spotify:track:4HOVQhtjFCRGY9PnsLoR86,https://api.spotify.com/v1/tracks/4HOVQhtjFCRGY9PnsLoR86,https://api.spotify.com/v1/audio-analysis/4HOVQhtjFCRGY9PnsLoR86,265824,4
Slipknot,Vol. 3: The Subliminal Verses,spotify:track:0at89DgpVeImkVrQ0htbVm,0.218,0.994,7,-2.222,1,0.291,0.00301,3.4e-06,0.228,0.112,87.469,audio_features,0at89DgpVeImkVrQ0htbVm,spotify:track:0at89DgpVeImkVrQ0htbVm,https://api.spotify.com/v1/tracks/0at89DgpVeImkVrQ0htbVm,https://api.spotify.com/v1/audio-analysis/0at89DgpVeImkVrQ0htbVm,259733,4
Slipknot,Vol. 3: The Subliminal Verses,spotify:track:61mWefnWQOLf90gepjOCb3,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,audio_features,61mWefnWQOLf90gepjOCb3,spotify:track:61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3,252613,4
Slipknot,We Are Not Your Kind,spotify:track:6WCkyaVmut83CtBFEUhDo4,0.214,0.969,11,-3.924,1,0.106,0.000347,0.246,0.138,0.0369,159.948,audio_features,6WCkyaVmut83CtBFEUhDo4,spotify:track:6WCkyaVmut83CtBFEUhDo4,https://api.spotify.com/v1/tracks/6WCkyaVmut83CtBFEUhDo4,https://api.spotify.com/v1/audio-analysis/6WCkyaVmut83CtBFEUhDo4,355540,4
Slipknot,We Are Not Your Kind,spotify:track:5mpUKTdskZea0gStWzeHUZ,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,audio_features,5mpUKTdskZea0gStWzeHUZ,spotify:track:5mpUKTdskZea0gStWzeHUZ,https://api.spotify.com/v1/tracks/5mpUKTdskZea0gStWzeHUZ,https://api.spotify.com/v1/audio-analysis/5mpUKTdskZea0gStWzeHUZ,260773,4
Slipknot,We Are Not Your Kind,spotify:track:5Oca13ac6cZ0hwZAs1SXse,0.302,0.738,9,-11.186,0,0.0781,0.0672,0.509,0.315,0.2,99.504,audio_features,5Oca13ac6cZ0hwZAs1SXse,spotify:track:5Oca13ac6cZ0hwZAs1SXse,https://api.spotify.com/v1/tracks/5Oca13ac6cZ0hwZAs1SXse,https://api.spotify.com/v1/audio-analysis/5Oca13ac6cZ0hwZAs1SXse,98747,4
Slipknot,Iowa,spotify:track:0Y2i84QWPFiFHQfEQDgHya,0.462,0.996,11,-2.973,0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,audio_features,0Y2i84QWPFiFHQfEQDgHya,spotify:track:0Y2i84QWPFiFHQfEQDgHya,https://api.spotify.com/v1/tracks/0Y2i84QWPFiFHQfEQDgHya,https://api.spotify.com/v1/audio-analysis/0Y2i84QWPFiFHQfEQDgHya,215600,4
Slayer,Reign In Blood (Expanded),spotify:track:28ILqSCrIeWvU52pyZfsxx,0.334,0.994,3,-4.1,0,0.0568,0.000193,0.0551,0.0976,0.205,138.636,audio_features,28ILqSCrIeWvU52pyZfsxx,spotify:track:28ILqSCrIeWvU52pyZfsxx,https://api.spotify.com/v1/tracks/28ILqSCrIeWvU52pyZfsxx,https://api.spotify.com/v1/audio-analysis/28ILqSCrIeWvU52pyZfsxx,207467,4
Slayer,South Of Heaven,spotify:track:2KPcujYDaukvtfRR0Zmu0O,0.367,0.997,8,-2.911,1,0.106,0.000499,0.694,0.0928,0.269,148.005,audio_features,2KPcujYDaukvtfRR0Zmu0O,spotify:track:2KPcujYDaukvtfRR0Zmu0O,https://api.spotify.com/v1/tracks/2KPcujYDaukvtfRR0Zmu0O,https://api.spotify.com/v1/audio-analysis/2KPcujYDaukvtfRR0Zmu0O,245133,4
Slayer,Show No Mercy,spotify:track:4JDFs0oRsOKAu8mQEkSFbQ,0.125,0.737,0,-7.349,1,0.0868,1.37e-05,0.441,0.0754,0.19,189.674,audio_features,4JDFs0oRsOKAu8mQEkSFbQ,spotify:track:4JDFs0oRsOKAu8mQEkSFbQ,https://api.spotify.com/v1/tracks/4JDFs0oRsOKAu8mQEkSFbQ,https://api.spotify.com/v1/audio-analysis/4JDFs0oRsOKAu8mQEkSFbQ,216933,4
Sisters of Mercy,Floodland,spotify:track:2ZiAhZOpTjNgh3JpTGYAyh,0.526,0.862,0,-10.078,1,0.0636,0.108,0.000793,0.697,0.637,150.545,audio_features,2ZiAhZOpTjNgh3JpTGYAyh,spotify:track:2ZiAhZOpTjNgh3JpTGYAyh,https://api.spotify.com/v1/tracks/2ZiAhZOpTjNgh3JpTGYAyh,https://api.spotify.com/v1/audio-analysis/2ZiAhZOpTjNgh3JpTGYAyh,570694,4
Charles Bradley,No Time For Dreaming,spotify:track:4ml0940tmn92PzmkSb2lwU,0.769,0.71,9,-5.223,0,0.0745,0.0884,0.0561,0.0678,0.64,88.788,audio_features,4ml0940tmn92PzmkSb2lwU,spotify:track:4ml0940tmn92PzmkSb2lwU,https://api.spotify.com/v1/tracks/4ml0940tmn92PzmkSb2lwU,https://api.spotify.com/v1/audio-analysis/4ml0940tmn92PzmkSb2lwU,191553,4
The Shins,"Oh, Inverted World (20th Anniversary Remaster)",spotify:track:0NslHuacjxQYfUTOW3HCIV,0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,audio_features,0NslHuacjxQYfUTOW3HCIV,spotify:track:0NslHuacjxQYfUTOW3HCIV,https://api.spotify.com/v1/tracks/0NslHuacjxQYfUTOW3HCIV,https://api.spotify.com/v1/audio-analysis/0NslHuacjxQYfUTOW3HCIV,230867,4
Europe,The Final Countdown (Expanded Edition),spotify:track:3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4
The Seldom Scene,Old Train,spotify:track:1Uos7x3iG1HnP5gu7zrHpu,0.379,0.284,11,-13.779,1,0.0337,0.787,0.000291,0.317,0.453,163.395,audio_features,1Uos7x3iG1HnP5gu7zrHpu,spotify:track:1Uos7x3iG1HnP5gu7zrHpu,https://api.spotify.com/v1/tracks/1Uos7x3iG1HnP5gu7zrHpu,https://api.spotify.com/v1/audio-analysis/1Uos7x3iG1HnP5gu7zrHpu,215893,1
Bill Abel,Celestial Train,spotify:track:3aOu0bjWrpPNkkMgrplqoW,0.653,0.596,9,-13.25,1,0.0288,0.109,0.00063,0.0929,0.782,103.077,audio_features,3aOu0bjWrpPNkkMgrplqoW,spotify:track:3aOu0bjWrpPNkkMgrplqoW,https://api.spotify.com/v1/tracks/3aOu0bjWrpPNkkMgrplqoW,https://api.spotify.com/v1/audio-analysis/3aOu0bjWrpPNkkMgrplqoW,161215,4
Rev. Gary Davis,Harlem Street Singer,spotify:track:2uoOm55gLvLMALwXmKrwXc,0.655,0.185,4,-14.009,0,0.0511,0.872,0.000697,0.0789,0.558,116.652,audio_features,2uoOm55gLvLMALwXmKrwXc,spotify:track:2uoOm55gLvLMALwXmKrwXc,https://api.spotify.com/v1/tracks/2uoOm55gLvLMALwXmKrwXc,https://api.spotify.com/v1/audio-analysis/2uoOm55gLvLMALwXmKrwXc,283107,4
Alan Lomax,Texas Folk Songs,spotify:track:5Zk5D22hK7XrG1LzQlmwie,0.47,0.032,9,-18.036,0,0.0419,0.964,6.17e-06,0.148,0.333,108.802,audio_features,5Zk5D22hK7XrG1LzQlmwie,spotify:track:5Zk5D22hK7XrG1LzQlmwie,https://api.spotify.com/v1/tracks/5Zk5D22hK7XrG1LzQlmwie,https://api.spotify.com/v1/audio-analysis/5Zk5D22hK7XrG1LzQlmwie,109387,4
Howlin' Wolf,Moanin' In The Moonlight,spotify:track:7LdbDjg6esKNAsnFElpFnB,0.5,0.256,0,-19.64,1,0.185,0.764,0.000308,0.0754,0.726,159.608,audio_features,7LdbDjg6esKNAsnFElpFnB,spotify:track:7LdbDjg6esKNAsnFElpFnB,https://api.spotify.com/v1/tracks/7LdbDjg6esKNAsnFElpFnB,https://api.spotify.com/v1/audio-analysis/7LdbDjg6esKNAsnFElpFnB,173707,3
Jimmy Reed,Ain't That Lovin' You Baby,spotify:track:6Zp4tLdFhGazBxtjF1qiP6,0.478,0.562,9,-6.209,1,0.0389,0.962,0.0775,0.521,0.687,120.587,audio_features,6Zp4tLdFhGazBxtjF1qiP6,spotify:track:6Zp4tLdFhGazBxtjF1qiP6,https://api.spotify.com/v1/tracks/6Zp4tLdFhGazBxtjF1qiP6,https://api.spotify.com/v1/audio-analysis/6Zp4tLdFhGazBxtjF1qiP6,168600,3
Jimmy Reed,Mr. Luck: The Complete Vee-Jay Singles,spotify:track:4TE1mJzeu3os3j4YcCfkMI,0.741,0.437,2,-9.17,1,0.0428,0.849,1.79e-05,0.229,0.689,91.969,audio_features,4TE1mJzeu3os3j4YcCfkMI,spotify:track:4TE1mJzeu3os3j4YcCfkMI,https://api.spotify.com/v1/tracks/4TE1mJzeu3os3j4YcCfkMI,https://api.spotify.com/v1/audio-analysis/4TE1mJzeu3os3j4YcCfkMI,169253,4
Rufus,Stompin' At The Savoy,spotify:track:53Za5vyGc1x7GxgJVRjRKc,0.825,0.811,10,-9.226,0,0.0524,0.258,0.000276,0.132,0.789,104.28,audio_features,53Za5vyGc1x7GxgJVRjRKc,spotify:track:53Za5vyGc1x7GxgJVRjRKc,https://api.spotify.com/v1/tracks/53Za5vyGc1x7GxgJVRjRKc,https://api.spotify.com/v1/audio-analysis/53Za5vyGc1x7GxgJVRjRKc,285253,4
Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4
Prong,Cleansing,spotify:track:7hgtn706RqLE5q1mWe8aQx,0.668,0.788,5,-6.752,1,0.0424,7.48e-05,0.108,0.0792,0.692,137.38,audio_features,7hgtn706RqLE5q1mWe8aQx,spotify:track:7hgtn706RqLE5q1mWe8aQx,https://api.spotify.com/v1/tracks/7hgtn706RqLE5q1mWe8aQx,https://api.spotify.com/v1/audio-analysis/7hgtn706RqLE5q1mWe8aQx,251533,4
Prince,Parade - Music from the Motion Picture Under the Cherry Moon,spotify:track:1Az0fhiWi0EVS4cZ3FF20X,0.494,0.0644,4,-23.939,1,0.0402,0.833,0,0.0969,0.0622,103.757,audio_features,1Az0fhiWi0EVS4cZ3FF20X,spotify:track:1Az0fhiWi0EVS4cZ3FF20X,https://api.spotify.com/v1/tracks/1Az0fhiWi0EVS4cZ3FF20X,https://api.spotify.com/v1/audio-analysis/1Az0fhiWi0EVS4cZ3FF20X,409000,4
Prince,4Ever,spotify:track:2cKIcepRj6NOc1bKGjHuSl,0.882,0.562,5,-10.971,1,0.0515,0.265,1.68e-05,0.745,0.715,119.165,audio_features,2cKIcepRj6NOc1bKGjHuSl,spotify:track:2cKIcepRj6NOc1bKGjHuSl,https://api.spotify.com/v1/tracks/2cKIcepRj6NOc1bKGjHuSl,https://api.spotify.com/v1/audio-analysis/2cKIcepRj6NOc1bKGjHuSl,218867,4
Pretty Sick,Come Down,spotify:track:56gG5NdPZB1dyJJaQsgQC5,0.271,0.873,11,-3.663,0,0.069,3.41e-06,0.0425,0.335,0.203,126.818,audio_features,56gG5NdPZB1dyJJaQsgQC5,spotify:track:56gG5NdPZB1dyJJaQsgQC5,https://api.spotify.com/v1/tracks/56gG5NdPZB1dyJJaQsgQC5,https://api.spotify.com/v1/audio-analysis/56gG5NdPZB1dyJJaQsgQC5,175019,4
